tail_rank,role_scope,role_scope_description,aggregation,feature_type,feature_name,candidate_grade,combined_direction,old_direction,new_direction,direction_consistent,old_directional_auc,new_directional_auc,combined_directional_auc,combined_patient_n,combined_patient_n_with_feature,combined_positive_n,combined_negative_n,old_negative_n,new_negative_n,nonpatient_P99,nonpatient_P995,nonpatient_P999,nonpatient_max,old_nonpatient_P99,new_nonpatient_P99,old_patient_above_old_P99_rate,new_patient_above_new_P99_rate,cross_data_p99_relative_diff,cross_data_tail_consistent,patient_P90,patient_P99,patient_above_P99_rate,patient_above_P995_rate,patient_above_P999_rate,tail_separation_ratio,combined_fp_at_P99,combined_fp_at_P995,combined_fp_at_P999,combined_fp_rate_at_P99,combined_fp_rate_at_P995,combined_fp_rate_at_P999,strict_filter_pass,filter_failure_reasons
780,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,expression_blendshape,bs_eyeSquintRight,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.598374,0.559322,0.559052,605,605,378,227,168,59,0.716491,0.721254,0.733686,0.737181,0.719338,0.627870,0.011905,0.095238,0.127156,true,0.598847,0.717048,0.010582,0.010582,0.007937,0.835805,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.835805 < 1.500000
781,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,expression_blendshape,bs_browInnerUp,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.509779,0.621469,0.508787,605,605,378,227,168,59,0.904824,0.951328,0.976851,0.982301,0.922833,0.814408,0.017857,0.000000,0.117491,true,0.753151,0.932300,0.021164,0.007937,0.002646,0.832374,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.832374 < 1.500000
782,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_lip_region_point_spread_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.558690,0.525827,0.551193,603,603,378,225,166,59,0.137974,0.143848,0.151013,0.152872,0.140649,0.129458,0.005952,0.000000,0.079569,true,0.114411,0.130018,0.005291,0.000000,0.000000,0.829217,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.005291 < 0.150000; tail_separation_ratio 0.829217 < 1.500000
783,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_lip_region_point_spread_asym,candidate,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.559461,0.545601,0.554086,603,603,378,225,166,59,0.137974,0.143848,0.151013,0.152872,0.140649,0.129458,0.005952,0.000000,0.079569,true,0.114235,0.130018,0.005291,0.000000,0.000000,0.827945,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.005291 < 0.150000; tail_separation_ratio 0.827945 < 1.500000
784,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_lip_region_point_spread_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.559461,0.529459,0.552640,603,603,378,225,166,59,0.137974,0.143848,0.151013,0.152872,0.140649,0.129458,0.005952,0.000000,0.079569,true,0.114235,0.130018,0.005291,0.000000,0.000000,0.827945,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.005291 < 0.150000; tail_separation_ratio 0.827945 < 1.500000
785,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,expression_blendshape,bs_eyeSquintLeft,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.552083,0.538741,0.532834,603,603,378,225,166,59,0.782687,0.802795,0.838665,0.848308,0.791910,0.667546,0.008929,0.119048,0.157043,true,0.646762,0.799056,0.013228,0.007937,0.005291,0.826336,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.826336 < 1.500000
786,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,expression_blendshape,bs_eyeSquintLeft,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.552245,0.537127,0.532657,603,603,378,225,166,59,0.782687,0.802795,0.838665,0.848308,0.791910,0.667546,0.008929,0.119048,0.157043,true,0.646762,0.785351,0.010582,0.005291,0.002646,0.826336,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.826336 < 1.500000
787,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,expression_blendshape,bs_eyeSquintLeft,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.552245,0.537530,0.532563,603,603,378,225,166,59,0.782687,0.802795,0.838665,0.848308,0.791910,0.667546,0.008929,0.119048,0.157043,true,0.646762,0.785351,0.010582,0.005291,0.002646,0.826336,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.826336 < 1.500000
788,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_eyeSquintLeft,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.568594,0.516949,0.538284,605,605,378,227,168,59,0.805690,0.811854,0.816078,0.817080,0.808558,0.702876,0.000000,0.071429,0.130705,true,0.662705,0.755786,0.000000,0.000000,0.000000,0.822531,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.000000 < 0.150000; tail_separation_ratio 0.822531 < 1.500000
789,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_browInnerUp,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.508946,0.629136,0.505489,605,605,378,227,168,59,0.892097,0.950916,0.961579,0.962328,0.917286,0.786739,0.017857,0.000000,0.142319,true,0.733146,0.935065,0.021164,0.005291,0.002646,0.821823,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.821823 < 1.500000
790,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_mouthSmileRight,reference_only,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.568258,0.554479,0.557170,605,605,378,227,168,59,0.909064,0.934564,0.948608,0.951632,0.877545,0.938252,0.020833,0.047619,0.064702,true,0.743137,0.916286,0.013228,0.007937,0.002646,0.817475,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.817475 < 1.500000
791,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_mouthSmileRight,reference_only,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.589543,0.563629,0.584176,604,604,378,226,168,58,0.909095,0.934706,0.948622,0.951632,0.877545,0.938252,0.020833,0.047619,0.064702,true,0.743137,0.916286,0.013228,0.007937,0.002646,0.817447,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.817447 < 1.500000
792,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,expression_blendshape,bs_eyeSquintRight,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.591670,0.571429,0.558636,603,603,378,225,166,59,0.727163,0.734891,0.764977,0.773593,0.710694,0.708190,0.008929,0.047619,0.003523,true,0.592024,0.724321,0.010582,0.007937,0.007937,0.814155,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.814155 < 1.500000
793,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,expression_blendshape,bs_eyeSquintRight,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.590344,0.572236,0.557460,603,603,378,225,166,59,0.727163,0.734891,0.764977,0.773593,0.710694,0.708190,0.008929,0.047619,0.003523,true,0.590713,0.724321,0.010582,0.007937,0.007937,0.812352,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.812352 < 1.500000
794,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,expression_blendshape,bs_eyeSquintLeft,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.573537,0.514124,0.545615,605,605,378,227,168,59,0.812601,0.814912,0.820344,0.821832,0.813507,0.728145,0.008929,0.023810,0.104930,true,0.659704,0.777481,0.007937,0.007937,0.007937,0.811843,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.811843 < 1.500000
795,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,max,expression_blendshape,bs_mouthSmileLeft,reference_only,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.571234,0.548023,0.561080,605,605,378,227,168,59,0.922257,0.943378,0.951081,0.952588,0.881883,0.945919,0.011905,0.047619,0.067697,true,0.747029,0.924053,0.013228,0.005291,0.005291,0.810001,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.810001 < 1.500000
796,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_mouthSmileLeft,reference_only,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.590703,0.557061,0.585885,604,604,378,226,168,58,0.922416,0.943476,0.951087,0.952588,0.881883,0.945919,0.011905,0.047619,0.067697,true,0.747029,0.924053,0.013228,0.005291,0.005291,0.809862,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.809862 < 1.500000
797,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,expression_blendshape,bs_eyeSquintRight,,nonpatient_higher,nonpatient_higher,patient_higher,false,0.590344,0.571832,0.557390,603,603,378,225,166,59,0.727163,0.734891,0.764977,0.773593,0.710694,0.708190,0.008929,0.047619,0.003523,true,0.588684,0.724321,0.010582,0.007937,0.007937,0.809563,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.809563 < 1.500000
798,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,raw_lip_region_area_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,false,0.559905,0.504516,0.528123,604,604,378,226,168,58,0.321601,0.339960,0.354330,0.357768,0.328949,0.251959,0.017857,0.095238,0.234049,true,0.256014,0.349664,0.018519,0.013228,0.007937,0.796062,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.796062 < 1.500000
799,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,expression_blendshape,bs_browInnerUp,,nonpatient_higher,patient_higher,nonpatient_higher,false,0.502834,0.623974,0.501768,604,604,378,226,168,58,0.902771,0.942285,0.956826,0.959424,0.917906,0.705817,0.014881,0.023810,0.231057,true,0.716584,0.930764,0.015873,0.007937,0.005291,0.793761,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.793761 < 1.500000
800,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,expression_blendshape,bs_browInnerUp,,nonpatient_higher,patient_higher,nonpatient_higher,false,0.505279,0.625616,0.500117,604,604,378,226,168,58,0.902771,0.942285,0.956826,0.959424,0.917906,0.705817,0.014881,0.023810,0.231057,true,0.714596,0.930764,0.015873,0.007937,0.005291,0.791558,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.791558 < 1.500000
801,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,asymmetry,raw_lip_region_area_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,false,0.571913,0.502018,0.552651,603,603,378,225,166,59,0.258945,0.333943,0.344281,0.344387,0.289912,0.232251,0.017857,0.023810,0.198891,true,0.200478,0.319688,0.023810,0.005291,0.005291,0.774208,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.774208 < 1.500000
802,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,asymmetry,raw_lip_region_area_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.573813,0.516142,0.555850,603,603,378,225,166,59,0.258945,0.333943,0.344281,0.344387,0.289912,0.232251,0.014881,0.023810,0.198891,true,0.198272,0.319688,0.021164,0.005291,0.005291,0.765692,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.765692 < 1.500000
803,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,asymmetry,raw_lip_region_area_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,false,0.573813,0.509282,0.555109,603,603,378,225,166,59,0.258945,0.333943,0.344281,0.344387,0.289912,0.232251,0.014881,0.023810,0.198891,true,0.198272,0.319688,0.021164,0.005291,0.005291,0.765692,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.765692 < 1.500000
804,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,asymmetry,raw_lip_region_area_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.545839,0.517652,0.540051,604,604,378,226,168,58,0.275760,0.280313,0.285093,0.286356,0.278440,0.251959,0.008929,0.095238,0.095104,true,0.209394,0.285337,0.021164,0.015873,0.010582,0.759335,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.759335 < 1.500000
805,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,raw_lip_region_area_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.547380,0.514778,0.540906,604,604,378,226,168,58,0.275760,0.280313,0.285093,0.286356,0.278440,0.251959,0.008929,0.095238,0.095104,true,0.207895,0.285337,0.021164,0.015873,0.010582,0.753898,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.753898 < 1.500000
806,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_mouthUpperUpLeft,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.533659,0.541051,0.518671,604,604,378,226,168,58,0.785903,0.813727,0.823758,0.825533,0.795592,0.634110,0.011905,0.047619,0.202970,true,0.591476,0.803452,0.013228,0.007937,0.007937,0.752607,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.013228 < 0.150000; tail_separation_ratio 0.752607 < 1.500000
807,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_mouthLowerDownRight,,nonpatient_higher,nonpatient_higher,nonpatient_higher,false,0.534191,0.511084,0.515346,604,604,378,226,168,58,0.738252,0.782430,0.843988,0.860186,0.757297,0.590678,0.000000,0.095238,0.220018,true,0.552195,0.689752,0.002646,0.002646,0.000000,0.747976,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.002646 < 0.150000; tail_separation_ratio 0.747976 < 1.500000
808,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,raw_lip_region_area_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.531206,0.537127,0.532032,605,605,378,227,168,59,0.275335,0.280872,0.301621,0.307489,0.278163,0.244435,0.008929,0.000000,0.121251,true,0.194920,0.253352,0.007937,0.007937,0.007937,0.707937,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.707937 < 1.500000
809,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,max,expression_blendshape,bs_browOuterUpLeft,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.501363,0.574253,0.502834,603,603,378,225,166,59,0.914721,0.925191,0.956435,0.965155,0.920617,0.753251,0.008929,0.000000,0.181798,true,0.643791,0.897080,0.010582,0.007937,0.000000,0.703812,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.703812 < 1.500000
810,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,raw_lip_region_area_asym,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.531923,0.505246,0.522399,605,605,378,227,168,59,0.267485,0.277187,0.285791,0.288110,0.274438,0.238316,0.008929,0.023810,0.131623,true,0.187500,0.257037,0.007937,0.007937,0.007937,0.700972,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.700972 < 1.500000
811,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,mean,expression_blendshape,bs_browOuterUpLeft,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.502904,0.582324,0.504350,603,603,378,225,166,59,0.901686,0.923754,0.956435,0.965155,0.912830,0.753251,0.011905,0.000000,0.174818,true,0.626094,0.897080,0.010582,0.007937,0.000000,0.694359,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.694359 < 1.500000
812,front_like,正脸/轮廓对齐口径；旧数据 front 对齐新数据 front_contour。,median,expression_blendshape,bs_browOuterUpLeft,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.502904,0.583535,0.504162,603,603,378,225,166,59,0.901686,0.923754,0.956435,0.965155,0.912830,0.753251,0.011905,0.000000,0.174818,true,0.626094,0.897080,0.010582,0.007937,0.000000,0.694359,3,2,1,0.013333,0.008889,0.004444,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.694359 < 1.500000
813,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,asymmetry,bsdiff_mouth_max_abs,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.529762,0.566990,0.510279,605,605,378,227,168,59,0.197712,0.203265,0.234573,0.243595,0.201568,0.132675,0.041667,0.000000,0.341786,false,0.135629,0.352343,0.037037,0.037037,0.031746,0.685995,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.037037 < 0.150000; tail_separation_ratio 0.685995 < 1.500000; cross_data_tail_consistent is false
814,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_eyeLookOut_abs,,nonpatient_higher,patient_higher,nonpatient_higher,false,0.506909,0.623083,0.513437,605,605,378,227,168,59,0.447535,0.481049,0.489829,0.491063,0.442747,0.421131,0.017857,0.047619,0.048824,true,0.306618,0.479238,0.021164,0.010582,0.007937,0.685126,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.021164 < 0.150000; tail_separation_ratio 0.685126 < 1.500000
815,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,asymmetry,bsdiff_eyeLookIn_abs,,nonpatient_higher,patient_higher,nonpatient_higher,false,0.500319,0.634383,0.517994,605,605,378,227,168,59,0.441996,0.475653,0.488159,0.490346,0.441849,0.418593,0.020833,0.047619,0.052634,true,0.302342,0.471838,0.023810,0.010582,0.007937,0.684039,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.023810 < 0.150000; tail_separation_ratio 0.684039 < 1.500000
816,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,asymmetry,bsdiff_mouthLowerDown_abs,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.526848,0.537356,0.515194,604,604,378,226,168,58,0.203071,0.254757,0.266263,0.267634,0.213943,0.188843,0.014881,0.023810,0.117319,true,0.138418,0.228062,0.018519,0.007937,0.007937,0.681624,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.018519 < 0.150000; tail_separation_ratio 0.681624 < 1.500000
817,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,max,expression_blendshape,bs_mouthLowerDownLeft,,nonpatient_higher,nonpatient_higher,nonpatient_higher,false,0.533420,0.507389,0.510974,604,604,378,226,168,58,0.651813,0.755855,0.801430,0.810838,0.698436,0.490782,0.002976,0.119048,0.297313,true,0.428431,0.634358,0.010582,0.002646,0.000000,0.657291,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.010582 < 0.150000; tail_separation_ratio 0.657291 < 1.500000
818,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,median,expression_blendshape,bs_eyeLookInRight,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.505279,0.547619,0.515209,605,605,378,227,168,59,0.452389,0.465397,0.532812,0.551942,0.451907,0.344194,0.017857,0.023810,0.238353,true,0.297119,0.472200,0.015873,0.013228,0.007937,0.656779,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.015873 < 0.150000; tail_separation_ratio 0.656779 < 1.500000
819,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,expression_blendshape,bs_mouthSmileLeft,reference_only,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.603919,0.568144,0.606593,604,604,378,226,168,58,0.921422,0.943476,0.951087,0.952588,0.840683,0.945919,0.008929,0.047619,0.111252,true,0.588301,0.863118,0.007937,0.005291,0.005291,0.638470,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.638470 < 1.500000
820,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,expression_blendshape,bs_mouthSmileLeft,reference_only,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.604893,0.564039,0.606546,604,604,378,226,168,58,0.921422,0.943476,0.951087,0.952588,0.840683,0.945919,0.008929,0.047619,0.111252,true,0.588301,0.863118,0.007937,0.005291,0.005291,0.638470,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.638470 < 1.500000
821,all,两批数据全部 detected 图片；旧数据 role 更多，新数据只有 front_contour/smile_teeth/eyes_right。,mean,expression_blendshape,bs_mouthUpperUpRight,,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.512046,0.546005,0.508461,605,605,378,227,168,59,0.382854,0.408838,0.415356,0.416365,0.396131,0.250262,0.032738,0.023810,0.368232,false,0.244012,0.470857,0.029101,0.026455,0.026455,0.637350,3,2,1,0.013216,0.008811,0.004405,false,combined_direction is not patient_higher; patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.637350 < 1.500000; cross_data_tail_consistent is false
822,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,expression_blendshape,bs_mouthSmileRight,reference_only,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.602200,0.574302,0.604895,604,604,378,226,168,58,0.909095,0.934706,0.948622,0.951632,0.824051,0.938252,0.005952,0.047619,0.121717,true,0.574575,0.871597,0.007937,0.005291,0.002646,0.632029,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.632029 < 1.500000
823,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,expression_blendshape,bs_mouthSmileRight,reference_only,nonpatient_higher,nonpatient_higher,nonpatient_higher,true,0.603228,0.570608,0.604685,604,604,378,226,168,58,0.909095,0.934706,0.948622,0.951632,0.824051,0.938252,0.005952,0.047619,0.121717,true,0.570543,0.871597,0.007937,0.005291,0.002646,0.627595,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.007937 < 0.150000; tail_separation_ratio 0.627595 < 1.500000
824,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,asymmetry,bsdiff_eyeLookUp_abs,,nonpatient_higher,nonpatient_higher,nonpatient_higher,false,0.504013,0.592365,0.501610,604,604,378,226,168,58,0.030428,0.031450,0.031970,0.032113,0.031319,0.027573,0.026786,0.047619,0.119609,true,0.018731,0.041887,0.029101,0.026455,0.026455,0.615575,3,2,1,0.013274,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.615575 < 1.500000
825,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,median,expression_blendshape,bs_cheekSquintLeft,,nonpatient_higher,nonpatient_higher,nonpatient_higher,false,0.522144,0.590107,0.518489,604,604,378,226,168,58,0.000007,0.000008,0.000011,0.000012,0.000007,0.000005,0.023810,0.000000,0.301676,false,0.000004,0.000009,0.029101,0.018519,0.002646,0.615385,4,2,1,0.017699,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.615385 < 1.500000; cross_data_tail_consistent is false
826,mouth_dynamic,口部动态对齐口径；旧数据 smile+teeth 对齐新数据 smile_teeth。,mean,expression_blendshape,bs_cheekSquintLeft,,nonpatient_higher,nonpatient_higher,nonpatient_higher,false,0.521347,0.587438,0.517547,604,604,378,226,168,58,0.000007,0.000008,0.000011,0.000012,0.000007,0.000005,0.023810,0.000000,0.301676,false,0.000004,0.000009,0.029101,0.018519,0.002646,0.615385,4,2,1,0.017699,0.008850,0.004425,false,combined_direction is not patient_higher; patient_above_P99_rate 0.029101 < 0.150000; tail_separation_ratio 0.615385 < 1.500000; cross_data_tail_consistent is false
